,Player,Team_x,ShootsCatches_x,DOB,BirthCity,StateProvince,Country,Nationality,HeightInches,WeightPounds,DraftYear,DraftRound,DraftPickNumber,FirstSeason,HOF,GamesPlayed_x,Wins_x,Losses_x,Ties_x,OvertimeLosses_x,Shutouts_x,Season,Team_y,ShootsCatches_y,GamesPlayed_y,GamesStarted,Wins_y,Losses_y,Ties_y,OvertimeLosses_y,ShotsAgainst,Saves,GoalsAgainst,SavePct,GoalsAgainstAvg,TimeOnIce,Shutouts_y,GoalsScored,Assists,Points,PenaltyMinutes
489,Casey DeSmith,PIT,L,1991-08-13,Rochester,NH,USA,USA,72,181,,,,2017-18,N,105,46,33,,12,9,2022-23,PIT,L,9,9,3,5,,1,295,268,27,0.908,3,539:30,0,0,0,0,2
490,Patrick Desrochers,,L,1979-10-27,Penetang,ON,CAN,CAN,76,205,1998,1,14,2000-01,N,11,2,6,1,,0,2002-03,"PHX,CAR",L,6,5,1,4,0,,159,141,18,0.887,3.63,297:33,0,0,0,0,0
491,Patrick Desrochers,,L,1979-10-27,Penetang,ON,CAN,CAN,76,205,1998,1,14,2000-01,N,11,2,6,1,,0,2001-02,PHX,L,5,3,1,2,1,,99,84,15,0.848,3.71,242:30,0,0,0,0,2
492,Michael DiPietro,BOS,L,1999-06-09,Windsor,ON,CAN,CAN,72,200,2017,3,64,2018-19,N,3,0,2,,0,0,2019-20,VAN,L,1,0,0,0,,0,7,6,1,0.857,7.16,8:23,0,0,0,0,0
493,Michael DiPietro,BOS,L,1999-06-09,Windsor,ON,CAN,CAN,72,200,2017,3,64,2018-19,N,3,0,2,,0,0,2018-19,VAN,L,1,1,0,1,,0,24,17,7,0.708,7,60:00,0,0,0,0,0
494,Michael DiPietro,BOS,L,1999-06-09,Windsor,ON,CAN,CAN,72,200,2017,3,64,2018-19,N,3,0,2,,0,0,2021-22,VAN,L,1,1,0,1,,0,17,14,3,0.824,3.14,57:21,0,0,0,0,0
495,Rick DiPietro,,R,1981-09-19,Winthrop,MA,USA,USA,72,185,2000,1,1,2000-01,N,318,130,136,8,28,16,2005-06,NYI,R,63,62,30,24,,5,1797,1617,180,0.9,3.02,3571:35,1,0,1,1,28
496,Rick DiPietro,,R,1981-09-19,Winthrop,MA,USA,USA,72,185,2000,1,1,2000-01,N,318,130,136,8,28,16,2011-12,NYI,R,8,6,3,2,,3,177,155,22,0.876,3.73,353:45,0,0,2,2,0
497,Rick DiPietro,,R,1981-09-19,Winthrop,MA,USA,USA,72,185,2000,1,1,2000-01,N,318,130,136,8,28,16,2012-13,NYI,R,3,3,0,3,,0,83,71,12,0.855,4.1,175:36,0,0,0,0,0
498,Rick DiPietro,,R,1981-09-19,Winthrop,MA,USA,USA,72,185,2000,1,1,2000-01,N,318,130,136,8,28,16,2008-09,NYI,R,5,5,1,3,,0,139,124,15,0.892,3.52,255:59,0,0,2,2,2
499,Rick DiPietro,,R,1981-09-19,Winthrop,MA,USA,USA,72,185,2000,1,1,2000-01,N,318,130,136,8,28,16,2010-11,NYI,R,26,26,8,14,,4,773,685,88,0.886,3.44,1533:13,1,0,1,1,25
500,Rick DiPietro,,R,1981-09-19,Winthrop,MA,USA,USA,72,185,2000,1,1,2000-01,N,318,130,136,8,28,16,2002-03,NYI,R,10,9,2,5,2,,273,244,29,0.894,2.97,585:19,0,0,0,0,2
501,Rick DiPietro,,R,1981-09-19,Winthrop,MA,USA,USA,72,185,2000,1,1,2000-01,N,318,130,136,8,28,16,2007-08,NYI,R,63,63,26,28,,7,1779,1605,174,0.902,2.82,3707:05,3,0,6,6,18
502,Rick DiPietro,,R,1981-09-19,Winthrop,MA,USA,USA,72,185,2000,1,1,2000-01,N,318,130,136,8,28,16,2000-01,NYI,R,20,19,3,15,1,,515,452,63,0.878,3.49,1083:12,0,0,2,2,6
503,Rick DiPietro,,R,1981-09-19,Winthrop,MA,USA,USA,72,185,2000,1,1,2000-01,N,318,130,136,8,28,16,2003-04,NYI,R,50,47,23,18,5,,1261,1149,112,0.911,2.36,2843:43,5,0,2,2,22
504,Rick DiPietro,,R,1981-09-19,Winthrop,MA,USA,USA,72,185,2000,1,1,2000-01,N,318,130,136,8,28,16,2006-07,NYI,R,62,62,32,19,,9,1917,1761,156,0.919,2.58,3626:47,5,0,2,2,24
505,Rick DiPietro,,R,1981-09-19,Winthrop,MA,USA,USA,72,185,2000,1,1,2000-01,N,318,130,136,8,28,16,2009-10,NYI,R,8,7,2,5,,0,201,181,20,0.9,2.6,461:52,1,0,1,1,2
506,Reinhard Divis,,L,1975-07-04,Vienna,,AUT,AUT,71,197,2000,8,261,2001-02,N,28,6,9,2,1,0,2001-02,STL,L,1,0,0,0,0,,4,4,0,1,0,25:06,0,0,0,0,0
507,Reinhard Divis,,L,1975-07-04,Vienna,,AUT,AUT,71,197,2000,8,261,2001-02,N,28,6,9,2,1,0,2002-03,STL,L,2,2,2,0,0,,34,33,1,0.971,0.73,82:32,0,0,0,0,0
508,Reinhard Divis,,L,1975-07-04,Vienna,,AUT,AUT,71,197,2000,8,261,2001-02,N,28,6,9,2,1,0,2003-04,STL,L,13,9,4,4,2,,291,262,29,0.9,2.76,629:18,0,0,0,0,2
509,Reinhard Divis,,L,1975-07-04,Vienna,,AUT,AUT,71,197,2000,8,261,2001-02,N,28,6,9,2,1,0,2005-06,STL,L,12,5,0,5,,1,231,194,37,0.84,4.67,475:07,0,0,0,0,0
510,Louis Domingue,NYR,R,1992-03-06,St-Hyacinthe,QC,CAN,CAN,75,208,2010,5,138,2014-15,N,142,59,60,,10,2,2015-16,ARI,R,39,36,15,18,,5,1142,1041,101,0.912,2.75,2206:04,2,0,1,1,0
511,Louis Domingue,NYR,R,1992-03-06,St-Hyacinthe,QC,CAN,CAN,75,208,2010,5,138,2014-15,N,142,59,60,,10,2,2017-18,"ARI,TBL",R,19,16,7,9,,1,578,517,61,0.894,3.41,1073:46,0,0,0,0,2
512,Louis Domingue,NYR,R,1992-03-06,St-Hyacinthe,QC,CAN,CAN,75,208,2010,5,138,2014-15,N,142,59,60,,10,2,2019-20,"NJD,VAN",R,17,15,3,9,,2,433,382,51,0.882,3.81,802:19,0,0,0,0,0
513,Louis Domingue,NYR,R,1992-03-06,St-Hyacinthe,QC,CAN,CAN,75,208,2010,5,138,2014-15,N,142,59,60,,10,2,2018-19,TBL,R,26,26,21,5,,0,812,737,75,0.908,2.88,1560:37,0,0,1,1,4
514,Louis Domingue,NYR,R,1992-03-06,St-Hyacinthe,QC,CAN,CAN,75,208,2010,5,138,2014-15,N,142,59,60,,10,2,2021-22,PIT,R,2,2,1,1,,0,83,79,4,0.952,2.02,118:45,0,0,0,0,0
515,Louis Domingue,NYR,R,1992-03-06,St-Hyacinthe,QC,CAN,CAN,75,208,2010,5,138,2014-15,N,142,59,60,,10,2,2016-17,ARI,R,31,26,11,15,,1,888,806,82,0.908,3.08,1598:41,0,0,0,0,0
516,Louis Domingue,NYR,R,1992-03-06,St-Hyacinthe,QC,CAN,CAN,75,208,2010,5,138,2014-15,N,142,59,60,,10,2,2020-21,CGY,R,1,1,0,1,,0,23,20,3,0.87,3.12,57:42,0,0,0,0,0
517,Louis Domingue,NYR,R,1992-03-06,St-Hyacinthe,QC,CAN,CAN,75,208,2010,5,138,2014-15,N,142,59,60,,10,2,2014-15,ARI,R,7,4,1,2,,1,158,144,14,0.911,2.73,307:45,0,0,0,0,0
518,Lukas Dostal,ANA,L,2000-06-22,Brno,,CZE,CZE,74,174,2018,3,85,2021-22,N,4,1,2,,0,0,2021-22,ANA,L,4,3,1,2,,0,108,98,10,0.907,2.98,201:27,0,0,0,0,0
519,Tom Draper,,L,1966-11-20,Montréal,QC,CAN,CAN,71,185,1985,8,165,1988-89,N,45,16,18,5,,1,1995-96,WIN,L,1,0,0,0,0,,14,11,3,0.786,5.37,33:31,0,0,0,0,0
520,Chris Driedger,SEA,L,1994-05-18,Winnipeg,MB,CAN,CAN,76,208,2012,3,76,2014-15,N,65,30,23,,5,5,2014-15,OTT,L,1,0,0,0,,0,10,10,0,1,0,22:52,0,0,0,0,0
521,Chris Driedger,SEA,L,1994-05-18,Winnipeg,MB,CAN,CAN,76,208,2012,3,76,2014-15,N,65,30,23,,5,5,2015-16,OTT,L,1,0,0,0,,0,11,11,0,1,0,31:49,0,0,0,0,0
522,Chris Driedger,SEA,L,1994-05-18,Winnipeg,MB,CAN,CAN,76,208,2012,3,76,2014-15,N,65,30,23,,5,5,2021-22,SEA,L,27,24,9,14,,1,722,649,73,0.899,2.96,1478:24,1,0,0,0,4
523,Chris Driedger,SEA,L,1994-05-18,Winnipeg,MB,CAN,CAN,76,208,2012,3,76,2014-15,N,65,30,23,,5,5,2020-21,FLA,L,23,23,14,6,,3,640,593,47,0.927,2.07,1361:36,3,0,2,2,0
524,Chris Driedger,SEA,L,1994-05-18,Winnipeg,MB,CAN,CAN,76,208,2012,3,76,2014-15,N,65,30,23,,5,5,2016-17,OTT,L,1,0,0,1,,0,15,11,4,0.733,6,40:00,0,0,0,0,0
525,Chris Driedger,SEA,L,1994-05-18,Winnipeg,MB,CAN,CAN,76,208,2012,3,76,2014-15,N,65,30,23,,5,5,2019-20,FLA,L,12,11,7,2,,1,354,332,22,0.938,2.05,642:40,1,0,0,0,0
526,Wade Dubielewicz,,L,1979-01-30,Invermere,BC,CAN,CAN,70,185,,,,2003-04,N,43,18,16,1,1,0,2007-08,NYI,L,20,17,9,9,,1,627,576,51,0.919,2.7,1132:23,0,0,0,0,0
527,Wade Dubielewicz,,L,1979-01-30,Invermere,BC,CAN,CAN,70,185,,,,2003-04,N,43,18,16,1,1,0,2008-09,CBJ,L,3,2,1,2,,0,77,67,10,0.87,3.56,168:38,0,0,0,0,0
528,Wade Dubielewicz,,L,1979-01-30,Invermere,BC,CAN,CAN,70,185,,,,2003-04,N,43,18,16,1,1,0,2006-07,NYI,L,8,5,4,1,,0,198,185,13,0.934,2.06,378:33,0,0,0,0,0
529,Wade Dubielewicz,,L,1979-01-30,Invermere,BC,CAN,CAN,70,185,,,,2003-04,N,43,18,16,1,1,0,2009-10,MIN,L,3,1,1,1,,0,34,29,5,0.853,2.98,100:31,0,0,0,0,0
530,Wade Dubielewicz,,L,1979-01-30,Invermere,BC,CAN,CAN,70,185,,,,2003-04,N,43,18,16,1,1,0,2005-06,NYI,L,7,4,2,3,,0,145,130,15,0.897,2.9,310:20,0,0,0,0,0
531,Wade Dubielewicz,,L,1979-01-30,Invermere,BC,CAN,CAN,70,185,,,,2003-04,N,43,18,16,1,1,0,2003-04,NYI,L,2,1,1,0,1,,50,47,3,0.94,1.72,104:56,0,0,0,0,0
532,Devan Dubnyk,,L,1986-05-04,Regina,SK,CAN,CAN,78,224,2004,1,14,2009-10,N,542,253,206,,54,33,2018-19,MIN,L,67,66,31,28,,6,1877,1714,163,0.913,2.54,3855:16,2,0,2,2,2
533,Devan Dubnyk,,L,1986-05-04,Regina,SK,CAN,CAN,78,224,2004,1,14,2009-10,N,542,253,206,,54,33,2019-20,MIN,L,30,28,12,15,,2,849,756,93,0.89,3.35,1664:39,1,0,0,0,2
534,Devan Dubnyk,,L,1986-05-04,Regina,SK,CAN,CAN,78,224,2004,1,14,2009-10,N,542,253,206,,54,33,2014-15,"ARI,MIN",L,58,55,36,14,,4,1625,1510,115,0.929,2.07,3328:12,6,0,2,2,2
535,Devan Dubnyk,,L,1986-05-04,Regina,SK,CAN,CAN,78,224,2004,1,14,2009-10,N,542,253,206,,54,33,2011-12,EDM,L,47,42,20,20,,3,1380,1262,118,0.914,2.67,2653:27,2,0,1,1,0
536,Devan Dubnyk,,L,1986-05-04,Regina,SK,CAN,CAN,78,224,2004,1,14,2009-10,N,542,253,206,,54,33,2017-18,MIN,L,60,59,35,16,,7,1769,1624,145,0.918,2.52,3450:19,5,0,3,3,12
537,Devan Dubnyk,,L,1986-05-04,Regina,SK,CAN,CAN,78,224,2004,1,14,2009-10,N,542,253,206,,54,33,2016-17,MIN,L,65,63,40,19,,5,1842,1701,141,0.923,2.25,3758:00,5,0,0,0,10
538,Devan Dubnyk,,L,1986-05-04,Regina,SK,CAN,CAN,78,224,2004,1,14,2009-10,N,542,253,206,,54,33,2009-10,EDM,L,19,16,4,10,,2,579,515,64,0.889,3.57,1075:26,0,0,0,0,0
539,Devan Dubnyk,,L,1986-05-04,Regina,SK,CAN,CAN,78,224,2004,1,14,2009-10,N,542,253,206,,54,33,2010-11,EDM,L,35,33,12,13,,8,1103,1010,93,0.916,2.71,2061:04,2,0,0,0,2
540,Devan Dubnyk,,L,1986-05-04,Regina,SK,CAN,CAN,78,224,2004,1,14,2009-10,N,542,253,206,,54,33,2012-13,EDM,L,38,37,14,16,,6,1132,1042,90,0.92,2.57,2100:57,2,0,0,0,0
541,Devan Dubnyk,,L,1986-05-04,Regina,SK,CAN,CAN,78,224,2004,1,14,2009-10,N,542,253,206,,54,33,2020-21,"SJS,COL",L,22,18,6,11,,2,602,539,63,0.895,3.2,1182:22,1,0,0,0,2
542,Devan Dubnyk,,L,1986-05-04,Regina,SK,CAN,CAN,78,224,2004,1,14,2009-10,N,542,253,206,,54,33,2013-14,"EDM,NSH",L,34,31,11,18,,3,945,842,103,0.891,3.43,1801:37,2,0,0,0,6
543,Devan Dubnyk,,L,1986-05-04,Regina,SK,CAN,CAN,78,224,2004,1,14,2009-10,N,542,253,206,,54,33,2015-16,MIN,L,67,66,32,26,,6,1829,1679,150,0.918,2.33,3861:24,5,0,0,0,8
544,Jeremy Duchesne,,L,1986-10-17,Silver Spring,MD,USA,USA,72,201,2005,4,119,2009-10,N,1,0,0,,0,0,2009-10,PHI,L,1,0,0,0,,0,4,3,1,0.75,3.59,16:44,0,0,0,0,0
545,Parris Duffus,,L,1970-01-27,Denver,CO,USA,USA,74,192,1990,9,180,1996-97,N,1,0,0,0,,0,1996-97,PHX,L,1,0,0,0,0,,8,7,1,0.875,2.08,28:49,0,0,0,0,0
546,Mike Dunham,,L,1972-06-01,Johnson City,NY,USA,USA,74,190,1990,3,53,1996-97,N,394,141,178,39,5,19,1997-98,NJD,L,15,12,5,5,3,,332,303,29,0.913,2.25,772:34,1,0,1,1,0
547,Mike Dunham,,L,1972-06-01,Johnson City,NY,USA,USA,74,190,1990,3,53,1996-97,N,394,141,178,39,5,19,1999-00,NSH,L,52,52,19,27,6,,1584,1438,146,0.908,2.85,3077:05,0,0,0,0,6
548,Mike Dunham,,L,1972-06-01,Johnson City,NY,USA,USA,74,190,1990,3,53,1996-97,N,394,141,178,39,5,19,2002-03,"NSH,NYR",L,58,56,21,26,7,,1626,1489,137,0.916,2.5,3285:33,5,0,1,1,0
549,Mike Dunham,,L,1972-06-01,Johnson City,NY,USA,USA,74,190,1990,3,53,1996-97,N,394,141,178,39,5,19,2003-04,NYR,L,57,54,16,30,6,,1522,1363,159,0.896,3.03,3148:23,2,0,0,0,0
550,Mike Dunham,,L,1972-06-01,Johnson City,NY,USA,USA,74,190,1990,3,53,1996-97,N,394,141,178,39,5,19,2000-01,NSH,L,48,47,21,21,4,,1381,1274,107,0.923,2.28,2810:24,4,0,0,0,2
551,Mike Dunham,,L,1972-06-01,Johnson City,NY,USA,USA,74,190,1990,3,53,1996-97,N,394,141,178,39,5,19,2006-07,NYI,L,19,15,4,10,,3,552,491,61,0.889,3.74,979:04,0,0,1,1,0
552,Mike Dunham,,L,1972-06-01,Johnson City,NY,USA,USA,74,190,1990,3,53,1996-97,N,394,141,178,39,5,19,2005-06,ATL,L,17,13,8,5,,2,336,300,36,0.893,2.77,779:20,1,0,0,0,0
553,Mike Dunham,,L,1972-06-01,Johnson City,NY,USA,USA,74,190,1990,3,53,1996-97,N,394,141,178,39,5,19,1996-97,NJD,L,26,17,8,7,1,,456,413,43,0.906,2.55,1012:38,2,0,0,0,2
554,Mike Dunham,,L,1972-06-01,Johnson City,NY,USA,USA,74,190,1990,3,53,1996-97,N,394,141,178,39,5,19,1998-99,NSH,L,44,43,16,23,3,,1387,1260,127,0.908,3.08,2472:15,1,0,0,0,4
555,Mike Dunham,,L,1972-06-01,Johnson City,NY,USA,USA,74,190,1990,3,53,1996-97,N,394,141,178,39,5,19,2001-02,NSH,L,58,58,23,24,9,,1525,1381,144,0.906,2.61,3316:11,3,0,2,2,2
556,Brian Eklund,,L,1980-05-24,Braintree,MA,USA,USA,76,211,2000,7,226,2005-06,N,1,0,1,,0,0,2005-06,TBL,L,1,1,0,1,,0,19,16,3,0.842,3.09,58:13,0,0,0,0,0
557,Brian Elliott,TBL,L,1985-04-09,Newmarket,ON,CAN,CAN,74,221,2003,9,291,2007-08,N,527,272,160,,52,43,2019-20,PHI,L,31,27,16,7,,4,796,716,80,0.899,2.87,1673:54,2,0,1,1,2
558,Brian Elliott,TBL,L,1985-04-09,Newmarket,ON,CAN,CAN,74,221,2003,9,291,2007-08,N,527,272,160,,52,43,2016-17,CGY,L,49,45,26,18,,3,1338,1217,121,0.91,2.55,2844:25,2,0,0,0,4
559,Brian Elliott,TBL,L,1985-04-09,Newmarket,ON,CAN,CAN,74,221,2003,9,291,2007-08,N,527,272,160,,52,43,2022-23,TBL,L,6,6,5,1,,0,193,171,22,0.886,3.62,364:58,0,0,0,0,0
560,Brian Elliott,TBL,L,1985-04-09,Newmarket,ON,CAN,CAN,74,221,2003,9,291,2007-08,N,527,272,160,,52,43,2018-19,PHI,L,26,23,11,11,,1,741,672,69,0.907,2.96,1396:43,1,0,1,1,2
561,Brian Elliott,TBL,L,1985-04-09,Newmarket,ON,CAN,CAN,74,221,2003,9,291,2007-08,N,527,272,160,,52,43,2013-14,STL,L,31,25,18,6,,2,681,628,53,0.922,1.96,1624:19,4,0,2,2,0
562,Brian Elliott,TBL,L,1985-04-09,Newmarket,ON,CAN,CAN,74,221,2003,9,291,2007-08,N,527,272,160,,52,43,2007-08,OTT,L,1,1,1,0,,0,29,28,1,0.966,1.01,59:42,0,0,0,0,0
563,Brian Elliott,TBL,L,1985-04-09,Newmarket,ON,CAN,CAN,74,221,2003,9,291,2007-08,N,527,272,160,,52,43,2015-16,STL,L,42,38,23,8,,6,1113,1035,78,0.93,2.07,2263:00,4,0,0,0,2
564,Brian Elliott,TBL,L,1985-04-09,Newmarket,ON,CAN,CAN,74,221,2003,9,291,2007-08,N,527,272,160,,52,43,2009-10,OTT,L,55,48,29,18,,4,1424,1294,130,0.909,2.57,3037:56,5,0,1,1,0
565,Brian Elliott,TBL,L,1985-04-09,Newmarket,ON,CAN,CAN,74,221,2003,9,291,2007-08,N,527,272,160,,52,43,2008-09,OTT,L,31,30,16,8,,3,786,709,77,0.902,2.77,1667:02,1,0,0,0,0
566,Brian Elliott,TBL,L,1985-04-09,Newmarket,ON,CAN,CAN,74,221,2003,9,291,2007-08,N,527,272,160,,52,43,2017-18,PHI,L,43,42,23,11,,7,1228,1116,112,0.909,2.66,2522:00,1,0,1,1,2
567,Brian Elliott,TBL,L,1985-04-09,Newmarket,ON,CAN,CAN,74,221,2003,9,291,2007-08,N,527,272,160,,52,43,2020-21,PHI,L,30,26,15,9,,2,738,656,82,0.889,3.06,1607:43,2,0,1,1,0
568,Brian Elliott,TBL,L,1985-04-09,Newmarket,ON,CAN,CAN,74,221,2003,9,291,2007-08,N,527,272,160,,52,43,2012-13,STL,L,24,20,14,8,,1,526,477,49,0.907,2.28,1291:56,3,0,0,0,0
569,Brian Elliott,TBL,L,1985-04-09,Newmarket,ON,CAN,CAN,74,221,2003,9,291,2007-08,N,527,272,160,,52,43,2021-22,TBL,L,19,17,11,4,,3,489,446,43,0.912,2.43,1063:25,1,0,0,0,0
570,Brian Elliott,TBL,L,1985-04-09,Newmarket,ON,CAN,CAN,74,221,2003,9,291,2007-08,N,527,272,160,,52,43,2014-15,STL,L,46,45,26,14,,3,1150,1054,96,0.917,2.26,2545:48,5,0,3,3,0
571,Brian Elliott,TBL,L,1985-04-09,Newmarket,ON,CAN,CAN,74,221,2003,9,291,2007-08,N,527,272,160,,52,43,2011-12,STL,L,38,36,23,10,,4,972,914,58,0.94,1.56,2234:35,9,0,0,0,0
572,Brian Elliott,TBL,L,1985-04-09,Newmarket,ON,CAN,CAN,74,221,2003,9,291,2007-08,N,527,272,160,,52,43,2010-11,"OTT,COL",L,55,51,15,27,,9,1551,1385,166,0.893,3.34,2983:08,3,0,0,0,0
573,Dan Ellis,,L,1980-06-19,Saskatoon,SK,CAN,CAN,73,195,2000,2,60,2003-04,N,212,87,79,0,18,15,2008-09,NSH,L,35,33,11,19,,4,963,867,96,0.9,2.93,1964:43,3,0,0,0,2
574,Dan Ellis,,L,1980-06-19,Saskatoon,SK,CAN,CAN,73,195,2000,2,60,2003-04,N,212,87,79,0,18,15,2009-10,NSH,L,31,28,15,13,,1,848,771,77,0.909,2.69,1714:39,1,0,1,1,4
575,Dan Ellis,,L,1980-06-19,Saskatoon,SK,CAN,CAN,73,195,2000,2,60,2003-04,N,212,87,79,0,18,15,2007-08,NSH,L,44,37,23,10,,3,1147,1060,87,0.924,2.34,2228:33,6,0,0,0,0
576,Dan Ellis,,L,1980-06-19,Saskatoon,SK,CAN,CAN,73,195,2000,2,60,2003-04,N,212,87,79,0,18,15,2014-15,FLA,L,8,8,4,3,,1,221,202,19,0.914,2.34,486:28,1,0,0,0,0
577,Dan Ellis,,L,1980-06-19,Saskatoon,SK,CAN,CAN,73,195,2000,2,60,2003-04,N,212,87,79,0,18,15,2013-14,"DAL,FLA",L,20,16,5,11,,0,514,452,62,0.879,3.62,1027:19,1,0,1,1,0
578,Dan Ellis,,L,1980-06-19,Saskatoon,SK,CAN,CAN,73,195,2000,2,60,2003-04,N,212,87,79,0,18,15,2003-04,DAL,L,1,1,1,0,0,,28,25,3,0.893,3,60:00,0,0,0,0,0
579,Dan Ellis,,L,1980-06-19,Saskatoon,SK,CAN,CAN,73,195,2000,2,60,2003-04,N,212,87,79,0,18,15,2011-12,ANA,L,10,5,1,5,,0,214,195,19,0.911,2.72,418:42,0,0,1,1,0
580,Dan Ellis,,L,1980-06-19,Saskatoon,SK,CAN,CAN,73,195,2000,2,60,2003-04,N,212,87,79,0,18,15,2012-13,CAR,L,19,16,6,8,,2,555,503,52,0.906,3.13,997:04,1,0,2,2,0
581,Dan Ellis,,L,1980-06-19,Saskatoon,SK,CAN,CAN,73,195,2000,2,60,2003-04,N,212,87,79,0,18,15,2010-11,"TBL,ANA",L,44,37,21,10,,7,1089,978,111,0.898,2.77,2408:10,2,0,1,1,0
582,Ray Emery,,L,1982-09-28,Hamilton,ON,CAN,CAN,74,196,2001,4,99,2002-03,N,287,145,86,0,28,16,2009-10,PHI,L,29,29,16,11,,1,783,709,74,0.905,2.64,1683:33,3,0,1,1,2
583,Ray Emery,,L,1982-09-28,Hamilton,ON,CAN,CAN,74,196,2001,4,99,2002-03,N,287,145,86,0,28,16,2013-14,PHI,L,28,21,9,12,,2,711,642,69,0.903,2.96,1398:25,2,0,0,0,31
584,Ray Emery,,L,1982-09-28,Hamilton,ON,CAN,CAN,74,196,2001,4,99,2002-03,N,287,145,86,0,28,16,2011-12,CHI,L,34,27,15,9,,4,834,751,83,0.9,2.81,1773:47,0,0,1,1,2
585,Ray Emery,,L,1982-09-28,Hamilton,ON,CAN,CAN,74,196,2001,4,99,2002-03,N,287,145,86,0,28,16,2014-15,PHI,L,31,25,10,11,,7,758,678,80,0.894,3.06,1569:31,0,0,0,0,4
586,Ray Emery,,L,1982-09-28,Hamilton,ON,CAN,CAN,74,196,2001,4,99,2002-03,N,287,145,86,0,28,16,2012-13,CHI,L,21,19,17,1,,0,460,424,36,0.922,1.94,1116:00,3,0,0,0,0
587,Ray Emery,,L,1982-09-28,Hamilton,ON,CAN,CAN,74,196,2001,4,99,2002-03,N,287,145,86,0,28,16,2006-07,OTT,L,58,56,33,16,,6,1691,1553,138,0.918,2.47,3351:13,5,0,1,1,30
588,Ray Emery,,L,1982-09-28,Hamilton,ON,CAN,CAN,74,196,2001,4,99,2002-03,N,287,145,86,0,28,16,2010-11,ANA,L,10,9,7,2,,0,272,252,20,0.926,2.28,527:18,0,0,0,0,0
589,Ray Emery,,L,1982-09-28,Hamilton,ON,CAN,CAN,74,196,2001,4,99,2002-03,N,287,145,86,0,28,16,2002-03,OTT,L,3,1,1,0,0,,26,24,2,0.923,1.42,84:44,0,0,0,0,0
590,Ray Emery,,L,1982-09-28,Hamilton,ON,CAN,CAN,74,196,2001,4,99,2002-03,N,287,145,86,0,28,16,2003-04,OTT,L,3,1,2,0,0,,52,47,5,0.904,2.38,126:11,0,0,0,0,2
591,Ray Emery,,L,1982-09-28,Hamilton,ON,CAN,CAN,74,196,2001,4,99,2002-03,N,287,145,86,0,28,16,2005-06,OTT,L,39,38,23,11,,4,1045,943,102,0.902,2.82,2167:39,3,0,1,1,2
592,Ray Emery,,L,1982-09-28,Hamilton,ON,CAN,CAN,74,196,2001,4,99,2002-03,N,287,145,86,0,28,16,2007-08,OTT,L,31,26,12,13,,4,800,712,88,0.89,3.13,1689:20,0,0,0,0,6
593,Jhonas Enroth,,L,1988-06-25,Stockholm,,SWE,SWE,70,175,2006,2,46,2009-10,N,153,50,69,,16,7,2015-16,LAK,L,16,13,7,5,,1,398,367,31,0.922,2.17,856:18,2,0,0,0,0
594,Jhonas Enroth,,L,1988-06-25,Stockholm,,SWE,SWE,70,175,2006,2,46,2009-10,N,153,50,69,,16,7,2010-11,BUF,L,14,13,9,2,,2,377,342,35,0.907,2.73,769:24,1,0,0,0,0
595,Jhonas Enroth,,L,1988-06-25,Stockholm,,SWE,SWE,70,175,2006,2,46,2009-10,N,153,50,69,,16,7,2009-10,BUF,L,1,1,0,1,,0,37,33,4,0.892,4.12,58:18,0,0,0,0,0
596,Jhonas Enroth,,L,1988-06-25,Stockholm,,SWE,SWE,70,175,2006,2,46,2009-10,N,153,50,69,,16,7,2011-12,BUF,L,26,22,8,11,,4,756,693,63,0.917,2.7,1399:15,1,0,0,0,2
597,Jhonas Enroth,,L,1988-06-25,Stockholm,,SWE,SWE,70,175,2006,2,46,2009-10,N,153,50,69,,16,7,2016-17,TOR,L,6,4,0,3,,1,141,123,18,0.872,3.94,274:26,0,0,0,0,0
598,Jhonas Enroth,,L,1988-06-25,Stockholm,,SWE,SWE,70,175,2006,2,46,2009-10,N,153,50,69,,16,7,2012-13,BUF,L,12,9,4,4,,1,332,305,27,0.919,2.6,623:26,1,0,0,0,0
599,Jhonas Enroth,,L,1988-06-25,Stockholm,,SWE,SWE,70,175,2006,2,46,2009-10,N,153,50,69,,16,7,2014-15,"BUF,DAL",L,50,44,18,26,,2,1504,1359,145,0.904,3.07,2833:36,2,0,0,0,0
600,Jhonas Enroth,,L,1988-06-25,Stockholm,,SWE,SWE,70,175,2006,2,46,2009-10,N,153,50,69,,16,7,2013-14,BUF,L,28,26,4,17,,5,834,760,74,0.911,2.82,1574:14,0,0,0,0,0
601,Joacim Eriksson,,R,1990-04-09,Gävle,,SWE,SWE,73,189,2008,7,196,2013-14,N,1,0,0,,0,0,2013-14,VAN,R,1,0,0,0,,0,31,25,6,0.806,9.99,36:02,0,0,0,0,0
602,Erik Ersberg,,L,1982-03-08,Sala,,SWE,SWE,72,165,,,,2007-08,N,53,18,19,,10,2,2008-09,LAK,L,28,25,8,11,,5,651,586,65,0.9,2.64,1477:00,0,0,0,0,2
603,Erik Ersberg,,L,1982-03-08,Sala,,SWE,SWE,72,165,,,,2007-08,N,53,18,19,,10,2,2007-08,LAK,L,14,13,6,5,,3,452,419,33,0.927,2.48,798:59,2,0,0,0,0
604,Erik Ersberg,,L,1982-03-08,Sala,,SWE,SWE,72,165,,,,2007-08,N,53,18,19,,10,2,2009-10,LAK,L,11,7,4,3,,2,234,212,22,0.906,2.4,551:01,0,0,0,0,0
